datetime,open,high,low,close,volume
2025-10-09 15:20:00+00:00,1118.91,1121.77,1117.63,1119.23,150
2025-10-09 15:25:00+00:00,1119.07,1120.89,1115.49,1117.54,149
2025-10-09 15:30:00+00:00,1117.95,1120.38,1116.25,1119.94,147
2025-10-09 15:35:00+00:00,1120.36,1122.97,1120.0,1121.39,148
2025-10-09 15:40:00+00:00,1121.17,1126.23,1118.86,1124.52,147
2025-10-09 15:45:00+00:00,1124.25,1127.92,1123.29,1123.29,143
2025-10-09 15:50:00+00:00,1122.53,1123.52,1117.48,1118.12,147
2025-10-09 15:55:00+00:00,1117.72,1120.63,1114.76,1120.45,147
2025-10-09 16:00:00+00:00,1120.8,1125.82,1119.56,1125.33,148
2025-10-09 16:05:00+00:00,1125.99,1126.89,1120.01,1122.66,149
2025-10-09 16:10:00+00:00,1122.61,1123.64,1120.06,1120.4,145
2025-10-09 16:15:00+00:00,1120.05,1128.16,1120.05,1128.16,150
2025-10-09 16:20:00+00:00,1127.89,1127.99,1120.56,1121.03,149
2025-10-09 16:25:00+00:00,1121.44,1122.1,1114.8,1114.8,149
2025-10-09 16:30:00+00:00,1114.56,1116.53,1113.02,1115.39,148
2025-10-09 16:35:00+00:00,1115.45,1115.45,1110.09,1112.02,148
2025-10-09 16:40:00+00:00,1111.95,1114.88,1111.08,1111.45,146
2025-10-09 16:45:00+00:00,1111.07,1111.38,1107.13,1108.67,145
2025-10-09 16:50:00+00:00,1108.54,1110.08,1105.95,1106.58,146
2025-10-09 16:55:00+00:00,1106.56,1112.81,1106.42,1110.48,150
2025-10-09 17:00:00+00:00,1110.16,1110.42,1103.09,1103.49,150
2025-10-09 17:05:00+00:00,1103.54,1103.75,1098.41,1099.52,147
2025-10-09 17:10:00+00:00,1099.6,1102.76,1097.63,1097.8,149
2025-10-09 17:15:00+00:00,1097.38,1100.56,1096.59,1100.25,145
2025-10-09 17:20:00+00:00,1099.94,1102.74,1097.56,1101.29,147
2025-10-09 17:25:00+00:00,1101.79,1102.4,1099.02,1101.83,149
2025-10-09 17:30:00+00:00,1101.67,1103.97,1100.83,1103.13,150
2025-10-09 17:35:00+00:00,1102.79,1107.72,1102.27,1105.8,147
2025-10-09 17:40:00+00:00,1105.52,1108.65,1102.87,1103.08,148
